state,district,category,feature,value
Rajasthan,JHUNJHUNU,School Profile,Schools in District,3.0
Assam,NAGAON,School Profile,Schools in District,5.0
Haryana,SIRSA,School Profile,Schools in District,5.0
Kerala,ALAPPUZHA,School Profile,Schools in District,6.0
Karnataka,DHARWAD,School Profile,Schools in District,2.0
Uttar Pradesh,MAHARAJGANJ,School Profile,Schools in District,1.0
Karnataka,SHIVAMOGGA,School Profile,Schools in District,4.0
Himachal Pradesh,MANDI,School Profile,Schools in District,16.0
Tamilnadu,THOOTHUKKUDI,School Profile,Schools in District,3.0
Uttar Pradesh,HAPUR (PANCHSHEEL NAGAR),School Profile,Schools in District,0.0
Himachal Pradesh,CHAMBA,School Profile,Schools in District,10.0
Jammu & Kashmir,BARAMULA,School Profile,Schools in District,8.0
Uttar Pradesh,MORADABAD,School Profile,Schools in District,2.0
Uttar Pradesh,HATHRAS,School Profile,Schools in District,1.0
Uttar Pradesh,SHAHJAHANPUR,School Profile,Schools in District,2.0
Karnataka,VIJAYAPURA,School Profile,Schools in District,5.0
Assam,UDALGURI,School Profile,Schools in District,3.0
Assam,NALBARI,School Profile,Schools in District,3.0
Jharkhand,CHATRA,School Profile,Schools in District,4.0
Punjab,LUDHIANA,School Profile,Schools in District,10.0
Uttar Pradesh,SAMBHAL (BHIM NAGAR),School Profile,Schools in District,1.0
Maharashtra,SOLAPUR,School Profile,Schools in District,4.0
Madhya Pradesh,BHIND,School Profile,Schools in District,2.0
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI(UT),School Profile,Schools in District,100.0
Karnataka,YADAGIRI,School Profile,Schools in District,2.0
Maharashtra,WARDHA,School Profile,Schools in District,1.0
Bihar,SHEIKHPURA,School Profile,Schools in District,1.0
Meghalaya,EAST KHASI HILLS,School Profile,Schools in District,20.0
Daman & Diu,DIU,School Profile,Schools in District,33.0
Telangana,JOGULAMBA,School Profile,Schools in District,1.0
Madhya Pradesh,HARDA,School Profile,Schools in District,1.0
Nagaland,DIMAPUR,School Profile,Schools in District,19.0
Bihar,DARBHANGA,School Profile,Schools in District,3.0
Assam,DHUBRI,School Profile,Schools in District,5.0
Goa,SOUTH GOA,School Profile,Schools in District,54.0
Gujarat,KHEDA,School Profile,Schools in District,4.0
Karnataka,KOLAR,School Profile,Schools in District,3.0
Odisha,NAYAGARH,School Profile,Schools in District,2.0
Punjab,FARIDKOT,School Profile,Schools in District,2.0
Assam,DIMA HASAO,School Profile,Schools in District,2.0
Uttar Pradesh,KUSHINAGAR,School Profile,Schools in District,2.0
Uttar Pradesh,AMBEDKAR NAGAR,School Profile,Schools in District,2.0
Ladakh,KARGIL,School Profile,Schools in District,59.0
Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),School Profile,Schools in District,1.0
Madhya Pradesh,JHABUA,School Profile,Schools in District,2.0
Jharkhand,DHANBAD,School Profile,Schools in District,6.0
Daman & Diu,DAMAN,School Profile,Schools in District,67.0
Telangana,SURYAPET,School Profile,Schools in District,3.0
Odisha,KHURDHA,School Profile,Schools in District,3.0
Uttar Pradesh,JAUNPUR,School Profile,Schools in District,2.0
Madhya Pradesh,SAGAR,School Profile,Schools in District,3.0
Uttar Pradesh,GHAZIABAD,School Profile,Schools in District,1.0
Assam,CACHAR,School Profile,Schools in District,5.0
Bihar,PURBA CHAMPARAN,School Profile,Schools in District,4.0
Odisha,BOLANGIR,School Profile,Schools in District,4.0
Assam,JORHAT,School Profile,Schools in District,3.0
Haryana,CHARKHI DADRI,School Profile,Schools in District,2.0
Karnataka,BALLARI,School Profile,Schools in District,4.0
West Bengal,PURBA MEDINIPUR,School Profile,Schools in District,7.0
Punjab,MOHALI,School Profile,Schools in District,4.0
Bihar,SITAMARHI,School Profile,Schools in District,3.0
Maharashtra,OSMANABAD,School Profile,Schools in District,2.0
Odisha,MAYURBHANJ,School Profile,Schools in District,7.0
Tamilnadu,CHENNAI,School Profile,Schools in District,2.0
Sikkim,SOUTH SIKKIM,School Profile,Schools in District,29.0
Mizoram,SAIHA,School Profile,Schools in District,7.0
Karnataka,DAVANAGERE,School Profile,Schools in District,3.0
Bihar,JEHANABAD,School Profile,Schools in District,1.0
Meghalaya,NORTH GARO HILLS,School Profile,Schools in District,6.0
Uttar Pradesh,LALITPUR,School Profile,Schools in District,1.0
Rajasthan,KARAULI,School Profile,Schools in District,2.0
Tamilnadu,SIVAGANGAI,School Profile,Schools in District,3.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,School Profile,Schools in District,1.0
Uttar Pradesh,RAMPUR,School Profile,Schools in District,1.0
Maharashtra,PALGHAR,School Profile,Schools in District,3.0
Punjab,TARAN TARAN,School Profile,Schools in District,4.0
Jharkhand,KODARMA,School Profile,Schools in District,2.0
Jammu & Kashmir,DODA,School Profile,Schools in District,5.0
Arunachal Pradesh,KRA DADI,School Profile,Schools in District,4.0
Andaman & Nicobar Islands,NICOBARS,School Profile,Schools in District,14.0
Puducherry,YANAM,School Profile,Schools in District,5.0
Uttar Pradesh,GHAZIPUR,School Profile,Schools in District,2.0
Tripura,SEPAHIJALA,School Profile,Schools in District,13.0
Maharashtra,AMRAVATI,School Profile,Schools in District,3.0
Uttarakhand,BAGESHWAR,School Profile,Schools in District,4.0
Manipur,CHANDEL,School Profile,Schools in District,5.0
Tamilnadu,VILLUPURAM,School Profile,Schools in District,5.0
Chhattisgarh,BALODABAZAR,School Profile,Schools in District,4.0
Telangana,ADILABAD,School Profile,Schools in District,3.0
Rajasthan,BHILWARA,School Profile,Schools in District,4.0
Karnataka,UTTARA KANNADA,School Profile,Schools in District,2.0
Uttar Pradesh,BAGHPAT,School Profile,Schools in District,0.0
Bihar,GAYA,School Profile,Schools in District,5.0
Arunachal Pradesh,LOWER SIANG,School Profile,Schools in District,2.0
Jharkhand,HAZARIBAG,School Profile,Schools in District,5.0
Telangana,JAGTIAL,School Profile,Schools in District,3.0
Telangana,MAHABUBNAGAR,School Profile,Schools in District,3.0
Haryana,ROHTAK,School Profile,Schools in District,3.0
West Bengal,UTTAR DINAJPUR,School Profile,Schools in District,3.0
Madhya Pradesh,SINGRAULI,School Profile,Schools in District,2.0
Bihar,LAKHISARAI,School Profile,Schools in District,1.0
Chhattisgarh,SURAJPUR,School Profile,Schools in District,4.0
Tamilnadu,COIMBATORE,School Profile,Schools in District,3.0
Arunachal Pradesh,SIANG,School Profile,Schools in District,3.0
Manipur,KANGPOKPI,School Profile,Schools in District,11.0
Nagaland,TUENSANG,School Profile,Schools in District,9.0
Madhya Pradesh,SHEOPUR,School Profile,Schools in District,1.0
Madhya Pradesh,RAJGARH,School Profile,Schools in District,2.0
Gujarat,TAPI,School Profile,Schools in District,2.0
Haryana,MAHENDRAGARH,School Profile,Schools in District,4.0
Karnataka,BELAGAVI CHIKKODI,School Profile,Schools in District,4.0
Rajasthan,SAWAI MADHOPUR,School Profile,Schools in District,2.0
Bihar,SIWAN,School Profile,Schools in District,3.0
Bihar,PURNIA,School Profile,Schools in District,3.0
Uttar Pradesh,MIRZAPUR,School Profile,Schools in District,1.0
Rajasthan,CHURU,School Profile,Schools in District,2.0
Bihar,JAMUI,School Profile,Schools in District,2.0
West Bengal,MALDAH,School Profile,Schools in District,5.0
Chandigarh,CHANDIGARH,School Profile,Schools in District,100.0
Gujarat,BANAS KANTHA,School Profile,Schools in District,6.0
Haryana,NUH,School Profile,Schools in District,4.0
Haryana,REWARI,School Profile,Schools in District,4.0
Jammu & Kashmir,RAJAURI,School Profile,Schools in District,7.0
Chhattisgarh,KANKER,School Profile,Schools in District,5.0
Telangana,NARAYANAPET,School Profile,Schools in District,2.0
Maharashtra,RAIGARH (MAHARASHTRA),School Profile,Schools in District,3.0
Uttar Pradesh,ALLAHABAD,School Profile,Schools in District,2.0
Odisha,DEOGARH,School Profile,Schools in District,1.0
Madhya Pradesh,SEONI,School Profile,Schools in District,2.0
Madhya Pradesh,SHIVPURI,School Profile,Schools in District,3.0
Bihar,BANKA,School Profile,Schools in District,3.0
Jharkhand,LOHARDAGA,School Profile,Schools in District,2.0
Goa,NORTH GOA,School Profile,Schools in District,46.0
Nagaland,PEREN,School Profile,Schools in District,6.0
Punjab,JALANDHAR,School Profile,Schools in District,8.0
Assam,KARIMGANJ,School Profile,Schools in District,4.0
Maharashtra,GADCHIROLI,School Profile,Schools in District,2.0
Tamilnadu,KANCHEEPURAM,School Profile,Schools in District,4.0
Rajasthan,ALWAR,School Profile,Schools in District,5.0
Rajasthan,PRATAPGARH (RAJ.),School Profile,Schools in District,2.0
Madhya Pradesh,NIWARI,School Profile,Schools in District,0.0
Maharashtra,GONDIYA,School Profile,Schools in District,2.0
Madhya Pradesh,GUNA,School Profile,Schools in District,2.0
Tamilnadu,THENI,School Profile,Schools in District,2.0
Madhya Pradesh,UJJAIN,School Profile,Schools in District,2.0
Rajasthan,AJMER,School Profile,Schools in District,3.0
Bihar,MUNGER,School Profile,Schools in District,1.0
Chhattisgarh,BASTER,School Profile,Schools in District,4.0
Gujarat,ANAND,School Profile,Schools in District,3.0
Assam,KAMRUP,School Profile,Schools in District,5.0
Assam,KARBI ANGLONG,School Profile,Schools in District,3.0
Uttar Pradesh,JHANSI,School Profile,Schools in District,1.0
Chhattisgarh,DANTEWADA,School Profile,Schools in District,2.0
Uttar Pradesh,BANDA,School Profile,Schools in District,1.0
Kerala,THRISSUR,School Profile,Schools in District,8.0
Rajasthan,SIROHI,School Profile,Schools in District,1.0
Odisha,JHARSUGUDA,School Profile,Schools in District,1.0
Uttar Pradesh,MAINPURI,School Profile,Schools in District,1.0
Uttar Pradesh,HAMIRPUR (U.P.),School Profile,Schools in District,1.0
Bihar,KHAGARIA,School Profile,Schools in District,1.0
Uttar Pradesh,JALAUN,School Profile,Schools in District,1.0
Tamilnadu,KANNIYAKUMARI,School Profile,Schools in District,2.0
Karnataka,MYSURU,School Profile,Schools in District,4.0
Madhya Pradesh,DEWAS,School Profile,Schools in District,2.0
Jammu & Kashmir,SHOPIAN,School Profile,Schools in District,2.0
Tripura,DHALAI,School Profile,Schools in District,18.0
Uttar Pradesh,AGRA,School Profile,Schools in District,2.0
Karnataka,BENGALURU URBAN,School Profile,Schools in District,8.0
Manipur,IMPHAL EAST,School Profile,Schools in District,11.0
Gujarat,GANDHINAGAR,School Profile,Schools in District,3.0
Madhya Pradesh,KHANDWA,School Profile,Schools in District,1.0
Madhya Pradesh,UMARIA,School Profile,Schools in District,1.0
Uttar Pradesh,KANNAUJ,School Profile,Schools in District,1.0
Odisha,GAJAPATI,School Profile,Schools in District,2.0
Tamilnadu,ERODE,School Profile,Schools in District,3.0
Gujarat,MORBI,School Profile,Schools in District,2.0
Karnataka,MANDYA,School Profile,Schools in District,3.0
Chhattisgarh,BALOD,School Profile,Schools in District,3.0
Odisha,KEONJHAR,School Profile,Schools in District,5.0
Gujarat,NARMADA,School Profile,Schools in District,2.0
Maharashtra,AHMADNAGAR,School Profile,Schools in District,5.0
Bihar,MUZAFFARPUR,School Profile,Schools in District,4.0
Odisha,NABARANGPUR,School Profile,Schools in District,3.0
Madhya Pradesh,NARSIMHAPUR,School Profile,Schools in District,1.0
Punjab,BARNALA,School Profile,Schools in District,2.0
Arunachal Pradesh,UPPER SIANG,School Profile,Schools in District,3.0
Chhattisgarh,BILASPUR,School Profile,Schools in District,6.0
Jharkhand,GARHWA,School Profile,Schools in District,4.0
Uttarakhand,DEHRADUN,School Profile,Schools in District,11.0
Nagaland,KIPHIRE,School Profile,Schools in District,5.0
Bihar,PATNA,School Profile,Schools in District,5.0
Maharashtra,NASHIK,School Profile,Schools in District,5.0
Assam,SOUTH SALMARA-MANKACHAR,School Profile,Schools in District,1.0
Tripura,NORTH TRIPURA,School Profile,Schools in District,11.0
Tamilnadu,KARUR,School Profile,Schools in District,2.0
Arunachal Pradesh,TIRAP,School Profile,Schools in District,4.0
Maharashtra,THANE,School Profile,Schools in District,4.0
Maharashtra,NANDED,School Profile,Schools in District,3.0
Gujarat,ARAVALLI,School Profile,Schools in District,3.0
Haryana,SONIPAT,School Profile,Schools in District,5.0
Assam,DARRANG,School Profile,Schools in District,3.0
Chhattisgarh,SUKMA,School Profile,Schools in District,2.0
Tripura,UNAKOTI,School Profile,Schools in District,8.0
West Bengal,PASCHIM MEDINIPUR,School Profile,Schools in District,7.0
Rajasthan,HANUMANGARH,School Profile,Schools in District,2.0
West Bengal,PASCHIM BARDHAMAN,School Profile,Schools in District,2.0
Uttar Pradesh,SAHARANPUR,School Profile,Schools in District,2.0
Madhya Pradesh,ASHOKNAGAR,School Profile,Schools in District,1.0
Uttar Pradesh,MUZAFFARNAGAR,School Profile,Schools in District,1.0
Jharkhand,PURBI SINGHBHUM,School Profile,Schools in District,5.0
Arunachal Pradesh,ANJAW,School Profile,Schools in District,2.0
Chhattisgarh,RAIGARH,School Profile,Schools in District,6.0
Madhya Pradesh,MANDLA,School Profile,Schools in District,2.0
Gujarat,AMRELI,School Profile,Schools in District,2.0
Madhya Pradesh,DINDORI,School Profile,Schools in District,2.0
Chhattisgarh,KONDAGAON,School Profile,Schools in District,4.0
Haryana,JHAJJAR,School Profile,Schools in District,4.0
Arunachal Pradesh,TAWANG,School Profile,Schools in District,4.0
Madhya Pradesh,GWALIOR,School Profile,Schools in District,2.0
Chhattisgarh,NARAYANPUR,School Profile,Schools in District,1.0
Tamilnadu,RAMANATHAPURAM,School Profile,Schools in District,3.0
Jharkhand,LATEHAR,School Profile,Schools in District,3.0
Telangana,NALGONDA,School Profile,Schools in District,5.0
Tamilnadu,TIRUPPUR,School Profile,Schools in District,3.0
Madhya Pradesh,BARWANI,School Profile,Schools in District,3.0
Ladakh,LEH (LADAKH),School Profile,Schools in District,41.0
Arunachal Pradesh,LOHIT,School Profile,Schools in District,3.0
Odisha,SAMBALPUR,School Profile,Schools in District,3.0
Maharashtra,RATNAGIRI,School Profile,Schools in District,3.0
Assam,TINSUKIA,School Profile,Schools in District,3.0
Meghalaya,SOUTH WEST KHASI HILLS,School Profile,Schools in District,7.0
West Bengal,SOUTH 24 PARGANAS,School Profile,Schools in District,8.0
Jammu & Kashmir,JAMMU,School Profile,Schools in District,8.0
West Bengal,ALIPURDUAR,School Profile,Schools in District,2.0
Arunachal Pradesh,LOWER SUBANSIRI,School Profile,Schools in District,4.0
Bihar,KAIMUR (BHABUA),School Profile,Schools in District,2.0
Uttar Pradesh,MATHURA,School Profile,Schools in District,1.0
Andhra Pradesh,SRIKAKULAM,School Profile,Schools in District,6.0
Uttar Pradesh,BHADOI,School Profile,Schools in District,1.0
Tripura,SOUTH TRIPURA,School Profile,Schools in District,14.0
Gujarat,JAMNAGAR,School Profile,Schools in District,2.0
Uttar Pradesh,CHITRAKOOT,School Profile,Schools in District,1.0
Jammu & Kashmir,PUNCH,School Profile,Schools in District,6.0
Karnataka,TUMAKURU,School Profile,Schools in District,4.0
Manipur,TENGNOUPAL,School Profile,Schools in District,3.0
Gujarat,SURAT,School Profile,Schools in District,6.0
Uttar Pradesh,AURAIYA,School Profile,Schools in District,1.0
Rajasthan,JAISALMER,School Profile,Schools in District,2.0
Madhya Pradesh,INDORE,School Profile,Schools in District,3.0
Uttar Pradesh,UNNAO,School Profile,Schools in District,2.0
Bihar,SAMASTIPUR,School Profile,Schools in District,3.0
Uttarakhand,PITHORAGARH,School Profile,Schools in District,8.0
Tamilnadu,VELLORE,School Profile,Schools in District,6.0
Uttar Pradesh,AZAMGARH,School Profile,Schools in District,2.0
Odisha,CUTTACK,School Profile,Schools in District,5.0
Bihar,BEGUSARAI,School Profile,Schools in Rural Areas,79.0
Uttar Pradesh,GORAKHPUR,School Profile,Schools in Rural Areas,90.0
Madhya Pradesh,TIKAMGARH,School Profile,Schools in Rural Areas,86.0
Assam,CHARAIDEO,School Profile,Schools in Rural Areas,94.0
Chhattisgarh,RAIPUR,School Profile,Schools in Rural Areas,54.0
Madhya Pradesh,SIDHI,School Profile,Schools in Rural Areas,93.0
Telangana,WARANGAL,School Profile,Schools in Rural Areas,54.0
Manipur,KAMJONG,School Profile,Schools in Rural Areas,100.0
Uttar Pradesh,BARABANKI,School Profile,Schools in Rural Areas,95.0
Uttar Pradesh,SANT KABIR NAGAR,School Profile,Schools in Rural Areas,97.0
Andhra Pradesh,KURNOOL,School Profile,Schools in Rural Areas,73.0
Assam,KOKRAJHAR,School Profile,Schools in Rural Areas,97.0
Maharashtra,NAGPUR,School Profile,Schools in Rural Areas,58.0
Nagaland,KOHIMA,School Profile,Schools in Rural Areas,70.0
West Bengal,KALIMPONG,School Profile,Schools in Rural Areas,90.0
Bihar,AURANGABAD (BIHAR),School Profile,Schools in Rural Areas,93.0
Chhattisgarh,JASHPUR,School Profile,Schools in Rural Areas,95.0
Meghalaya,WEST GARO HILLS,School Profile,Schools in Rural Areas,90.0
Tamilnadu,TIRUVALLUR,School Profile,Schools in Rural Areas,67.0
Telangana,VIKARABAD,School Profile,Schools in Rural Areas,83.0
Bihar,SHEOHAR,School Profile,Schools in Rural Areas,95.0
Gujarat,GIR SOMNATH,School Profile,Schools in Rural Areas,80.0
Nagaland,PHEK,School Profile,Schools in Rural Areas,95.0
Odisha,KENDRAPARA,School Profile,Schools in Rural Areas,96.0
Rajasthan,TONK,School Profile,Schools in Rural Areas,77.0
Andhra Pradesh,EAST GODAVARI,School Profile,Schools in Rural Areas,83.0
Gujarat,MAHISAGAR,School Profile,Schools in Rural Areas,93.0
Rajasthan,BUNDI,School Profile,Schools in Rural Areas,84.0
Himachal Pradesh,KANGRA,School Profile,Schools in Rural Areas,96.0
Meghalaya,RI BHOI,School Profile,Schools in Rural Areas,97.0
Odisha,JAJPUR,School Profile,Schools in Rural Areas,96.0
Uttar Pradesh,PILIBHIT,School Profile,Schools in Rural Areas,92.0
Uttar Pradesh,SITAPUR,School Profile,Schools in Rural Areas,89.0
Jammu & Kashmir,RAMBAN,School Profile,Schools in Rural Areas,96.0
Madhya Pradesh,BURHANPUR,School Profile,Schools in Rural Areas,82.0
West Bengal,SILIGURI,School Profile,Schools in Rural Areas,82.0
Arunachal Pradesh,NAMSAI,School Profile,Schools in Rural Areas,93.0
Arunachal Pradesh,PAKKE KESSANG,School Profile,Schools in Rural Areas,100.0
